Area,Locality,Colony,Lane,Area (sq.ft.),BHK,Bathrooms,Furnishing Status,Distance to School (km),Distance to Hospital (km),Distance to Metro (km),Age of Property (years),Price (Lakhs),Full Address,Latitude,Longitude
Wakad,Jambulkar Nagar,Colony 4,Lane No. 1,2376,2,2,Furnished,3.45,1.11,3.77,5,386.3,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Baner,Pashan Link Road,Colony 6,Lane No. 3,2049,2,2,Unfurnished,1.12,1.7,1.12,3,507.40000000000003,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Katraj,Vignaharta Colony,Colony 7,Lane No. 5,1714,3,3,Unfurnished,0.85,2.46,1.42,19,585.1,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Wakad,Datta Mandir Road,Colony 3,Lane No. 2,2758,3,3,Semi-Furnished,3.84,2.74,4.18,20,972.3000000000001,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Baner,Veerbhadra Nagar,Colony 1,Lane No. 3,1142,4,3,Unfurnished,2.01,2.79,5.51,1,649.5999999999999,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Aundh,Baner Pashan Link,Colony 4,Lane No. 3,1346,5,3,Furnished,1.85,1.01,2.65,20,625.6,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Hinjewadi,Phase 1,Colony 1,Lane No. 4,1581,3,3,Furnished,4.9,2.92,2.9,20,461.70000000000005,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Hadapsar,Gadital,Colony 4,Lane No. 2,996,2,2,Semi-Furnished,2.51,0.9,3.42,15,277.8,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Baner,Pashan Link Road,Colony 4,Lane No. 1,2662,5,3,Furnished,4.29,1.2,2.51,1,1828.6000000000001,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Kondhwa,NIBM Road,Colony 7,Lane No. 1,646,3,3,Furnished,3.73,1.35,3.41,14,249.4,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Wakad,Datta Mandir Road,Colony 7,Lane No. 1,2380,4,3,Furnished,2.59,0.71,2.71,6,743.8,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Baner,Veerbhadra Nagar,Colony 1,Lane No. 3,1699,3,3,Furnished,4.76,0.67,3.76,15,337.59999999999997,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Hinjewadi,Phase 2,Colony 5,Lane No. 2,1959,5,3,Furnished,2.09,1.77,4.22,10,972.2,"Phase 2, Hinjewadi, Pune, Maharashtra, India",18.591748,73.738707
Bibwewadi,Vishwakarma Nagar,Colony 3,Lane No. 3,1780,2,2,Furnished,1.11,2.43,1.18,13,412.9,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Katraj,Gokulnagar,Colony 5,Lane No. 5,935,3,3,Semi-Furnished,2.13,3.11,5.5,7,221.5,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Wakad,Datta Mandir Road,Colony 4,Lane No. 1,2532,1,1,Unfurnished,1.49,2.01,5.07,16,236.4,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Aundh,Baner Pashan Link,Colony 1,Lane No. 4,2726,3,3,Unfurnished,2.93,2.95,2.82,1,799.5,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Hadapsar,Amanora Park Town,Colony 4,Lane No. 4,2559,4,3,Unfurnished,2.69,3.24,5.36,7,1383.7,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Wakad,Jambulkar Nagar,Colony 7,Lane No. 4,2980,5,3,Unfurnished,2.59,1.08,1.26,15,1478.8,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Aundh,Parihar Chowk,Colony 6,Lane No. 5,1705,3,3,Unfurnished,2.82,2.67,1.96,7,565.4,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Wakad,Kalewadi Phata,Colony 6,Lane No. 5,2861,2,2,Semi-Furnished,3.99,2.48,4.72,1,304.1,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Kothrud,Paud Road,Colony 3,Lane No. 4,2861,2,2,Furnished,2.49,2.66,5.36,17,770.8,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Baner,Pashan Link Road,Colony 7,Lane No. 1,1091,5,3,Semi-Furnished,0.9,1.1,2.67,19,344.20000000000005,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Kothrud,Ideal Colony,Colony 2,Lane No. 3,2086,5,3,Unfurnished,4.84,3.27,1.9,12,1547.1000000000001,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Viman Nagar,Mhada Colony,Colony 4,Lane No. 5,1434,1,1,Furnished,0.61,0.85,2.95,5,96.19999999999999,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Baner,Balewadi Phata,Colony 2,Lane No. 2,645,3,3,Semi-Furnished,3.14,0.75,5.63,9,180.10000000000002,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Hadapsar,Amanora Park Town,Colony 4,Lane No. 2,2325,5,3,Semi-Furnished,4.61,2.89,4.75,0,863.1999999999999,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Wakad,Jambulkar Nagar,Colony 4,Lane No. 2,720,5,3,Semi-Furnished,0.61,1.91,5.46,3,315.3,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Hadapsar,Amanora Park Town,Colony 3,Lane No. 1,419,4,3,Unfurnished,2.67,2.03,3.16,12,124.5,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Aundh,Baner Pashan Link,Colony 4,Lane No. 5,515,1,1,Semi-Furnished,4.98,2.61,1.82,1,40.599999999999994,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Hadapsar,Magarpatta City,Colony 2,Lane No. 4,2393,3,3,Unfurnished,4.52,3.7,5.96,2,391.5,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Aundh,ITI Road,Colony 2,Lane No. 3,2023,1,1,Furnished,3.52,1.11,4.98,18,221.9,"ITI Road, Aundh, Pune, Maharashtra, India",18.5521623,73.8095846
Bibwewadi,Vishwakarma Nagar,Colony 7,Lane No. 4,740,5,3,Semi-Furnished,1.3,1.82,5.78,4,320.0,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Aundh,Baner Pashan Link,Colony 4,Lane No. 4,2385,5,3,Unfurnished,3.66,3.54,2.19,19,931.2,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Kondhwa,NIBM Road,Colony 3,Lane No. 5,2814,1,1,Semi-Furnished,1.6,1.34,3.22,15,147.4,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Hadapsar,Magarpatta City,Colony 6,Lane No. 4,1502,4,3,Furnished,1.67,3.88,4.2,4,387.0,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Hinjewadi,Phase 3,Colony 3,Lane No. 3,1884,1,1,Unfurnished,1.34,2.45,5.33,20,180.5,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Kothrud,Karve Nagar,Colony 1,Lane No. 4,2098,2,2,Unfurnished,4.83,0.77,3.8,3,350.20000000000005,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Bibwewadi,Vishwakarma Nagar,Colony 3,Lane No. 5,2528,1,1,Furnished,4.52,2.27,5.32,0,312.1,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Viman Nagar,Lunkad Colony,Colony 6,Lane No. 5,1473,3,3,Unfurnished,1.47,2.09,2.82,19,585.1,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Wakad,Kalewadi Phata,Colony 5,Lane No. 4,1422,5,3,Semi-Furnished,1.78,0.96,5.81,16,708.3,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Viman Nagar,Tingre Nagar,Colony 1,Lane No. 1,1460,4,3,Semi-Furnished,2.3,3.64,2.12,2,748.7,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Baner,Pashan Link Road,Colony 3,Lane No. 4,1716,2,2,Semi-Furnished,4.51,2.12,3.02,1,337.2,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Bibwewadi,Shree Colony,Colony 3,Lane No. 4,631,2,2,Semi-Furnished,3.32,3.38,5.53,19,166.70000000000002,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Kothrud,Paud Road,Colony 3,Lane No. 3,2861,5,3,Furnished,2.46,2.48,2.13,6,1886.0,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Hadapsar,Amanora Park Town,Colony 3,Lane No. 3,424,4,3,Unfurnished,4.99,2.57,4.68,8,219.5,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Hinjewadi,Phase 1,Colony 4,Lane No. 3,1099,1,1,Furnished,3.23,3.49,5.9,3,130.1,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Viman Nagar,Lunkad Colony,Colony 3,Lane No. 4,1125,5,3,Semi-Furnished,3.69,3.31,5.11,2,628.6,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Bibwewadi,Vishwakarma Nagar,Colony 5,Lane No. 5,693,4,3,Unfurnished,3.28,2.02,2.18,20,318.4,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Katraj,Vignaharta Colony,Colony 4,Lane No. 5,1451,4,3,Furnished,0.98,1.17,1.27,15,351.2,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Wakad,Datta Mandir Road,Colony 3,Lane No. 4,1044,5,3,Semi-Furnished,2.71,1.22,3.0,20,467.70000000000005,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Aundh,Parihar Chowk,Colony 1,Lane No. 4,1542,1,1,Unfurnished,3.89,3.93,3.39,8,185.79999999999998,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Hadapsar,Magarpatta City,Colony 1,Lane No. 3,1619,4,3,Semi-Furnished,2.65,3.03,5.68,4,796.4,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Hinjewadi,Phase 1,Colony 4,Lane No. 1,832,3,3,Furnished,2.62,1.63,4.65,18,156.3,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Kothrud,Paud Road,Colony 7,Lane No. 5,2731,2,2,Furnished,0.7,1.81,5.12,0,494.4,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Wakad,Datta Mandir Road,Colony 4,Lane No. 4,577,3,3,Unfurnished,4.46,3.27,1.12,16,150.9,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Bibwewadi,Vishwakarma Nagar,Colony 6,Lane No. 1,1727,2,2,Unfurnished,2.77,3.8,1.73,6,500.0,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Baner,Pashan Link Road,Colony 3,Lane No. 2,2992,4,3,Semi-Furnished,0.89,2.17,2.41,3,1684.1,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Viman Nagar,Tingre Nagar,Colony 2,Lane No. 4,2316,4,3,Furnished,2.73,2.0,4.88,16,1214.4,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Hadapsar,Magarpatta City,Colony 1,Lane No. 3,2120,2,2,Unfurnished,2.49,3.83,1.16,15,621.3000000000001,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Kothrud,Paud Road,Colony 2,Lane No. 3,1924,5,3,Furnished,0.77,1.17,1.01,17,1069.2,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Aundh,Baner Pashan Link,Colony 5,Lane No. 1,1826,5,3,Furnished,3.9,2.61,1.4,18,1145.9,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Baner,Balewadi Phata,Colony 1,Lane No. 3,748,5,3,Furnished,1.98,2.66,1.97,2,488.1,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Hadapsar,Magarpatta City,Colony 1,Lane No. 2,1564,5,3,Semi-Furnished,4.75,1.7,4.57,15,513.4000000000001,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Bibwewadi,Shree Colony,Colony 5,Lane No. 1,718,3,3,Unfurnished,3.49,1.43,5.65,17,237.8,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Wakad,Datta Mandir Road,Colony 5,Lane No. 1,1952,1,1,Furnished,2.78,2.65,1.36,15,234.8,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Aundh,Parihar Chowk,Colony 2,Lane No. 3,2248,2,2,Furnished,1.07,3.55,2.0,11,632.3,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Viman Nagar,Mhada Colony,Colony 5,Lane No. 1,1166,2,2,Unfurnished,3.07,2.03,4.73,0,340.79999999999995,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Viman Nagar,Tingre Nagar,Colony 5,Lane No. 4,541,3,3,Furnished,2.3,1.93,1.18,10,200.7,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Baner,Pashan Link Road,Colony 2,Lane No. 1,1845,1,1,Furnished,3.74,0.64,3.59,6,213.70000000000002,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Hinjewadi,Phase 3,Colony 3,Lane No. 2,2700,1,1,Unfurnished,4.38,0.96,3.0,14,376.5,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Wakad,Jambulkar Nagar,Colony 5,Lane No. 1,1723,3,3,Furnished,3.72,1.53,4.99,12,602.6,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Wakad,Kalewadi Phata,Colony 6,Lane No. 3,2121,3,3,Semi-Furnished,4.3,1.86,4.41,9,414.7,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Viman Nagar,Lunkad Colony,Colony 5,Lane No. 1,971,5,3,Semi-Furnished,4.97,3.89,1.52,19,288.6,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Wakad,Kalewadi Phata,Colony 2,Lane No. 2,555,5,3,Unfurnished,4.56,3.83,5.89,14,405.4,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Katraj,Vignaharta Colony,Colony 3,Lane No. 2,2056,1,1,Semi-Furnished,3.96,3.05,3.3,13,268.29999999999995,"Vignaharta Colony, Katraj, Pune, Maharashtra, India",19.169322,73.044622
Hinjewadi,Phase 1,Colony 3,Lane No. 2,2493,3,3,Furnished,2.29,1.98,1.73,9,473.5,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Kondhwa,NIBM Road,Colony 5,Lane No. 5,2645,2,2,Semi-Furnished,0.92,3.43,1.29,3,391.4,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Hadapsar,Gadital,Colony 2,Lane No. 1,2196,3,3,Unfurnished,1.93,1.01,1.13,0,871.9,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Bibwewadi,Shree Colony,Colony 2,Lane No. 2,2754,1,1,Unfurnished,0.66,1.63,3.7,13,392.70000000000005,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Kondhwa,Yewalewadi,Colony 3,Lane No. 5,2368,2,2,Furnished,1.65,2.13,5.08,20,610.1,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Viman Nagar,Lunkad Colony,Colony 1,Lane No. 2,1484,2,2,Semi-Furnished,2.16,2.71,2.14,4,315.1,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Aundh,Parihar Chowk,Colony 6,Lane No. 1,1994,4,3,Semi-Furnished,1.46,3.76,3.01,10,1180.4,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Viman Nagar,Mhada Colony,Colony 4,Lane No. 1,2337,3,3,Unfurnished,2.77,2.24,5.14,12,473.7,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Baner,Veerbhadra Nagar,Colony 6,Lane No. 3,2774,3,3,Unfurnished,4.73,2.62,5.47,11,656.1,"Veerbhadra Nagar, Baner, Pune, Maharashtra, India",18.519479,73.870703
Kothrud,Paud Road,Colony 7,Lane No. 1,2120,1,1,Furnished,2.59,1.45,2.22,16,201.0,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Aundh,Parihar Chowk,Colony 4,Lane No. 4,2478,2,2,Unfurnished,4.48,2.53,4.42,16,412.5,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Wakad,Jambulkar Nagar,Colony 1,Lane No. 1,1007,2,2,Semi-Furnished,3.34,1.59,4.53,1,209.4,"Jambulkar Nagar, Wakad, Pune, Maharashtra, India",18.519479,73.870703
Wakad,Kalewadi Phata,Colony 5,Lane No. 5,1523,4,3,Furnished,0.7,0.66,2.47,17,490.3,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Kondhwa,Yewalewadi,Colony 2,Lane No. 3,2107,5,3,Unfurnished,3.84,0.7,2.77,17,1175.9,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Bibwewadi,Shree Colony,Colony 4,Lane No. 5,889,4,3,Semi-Furnished,4.05,2.71,4.28,19,218.2,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Baner,Balewadi Phata,Colony 6,Lane No. 5,2223,3,3,Semi-Furnished,4.13,0.51,3.99,16,623.2,"Balewadi Phata, Baner, Pune, Maharashtra, India",18.5643011,73.7837139
Kondhwa,NIBM Road,Colony 7,Lane No. 5,1273,1,1,Semi-Furnished,0.89,0.67,4.92,2,112.0,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Katraj,Bharti Vidyapeeth Campus,Colony 3,Lane No. 5,1899,4,3,Unfurnished,1.1,3.9,4.95,11,796.5,"Bharti Vidyapeeth Campus, Katraj, Pune, Maharashtra, India",18.57326,73.775235
Aundh,Baner Pashan Link,Colony 6,Lane No. 1,1286,1,1,Semi-Furnished,1.91,3.49,3.09,7,128.8,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Viman Nagar,Mhada Colony,Colony 7,Lane No. 5,1580,2,2,Semi-Furnished,2.3,3.61,5.0,4,405.0,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Bibwewadi,Shree Colony,Colony 3,Lane No. 2,1437,5,3,Semi-Furnished,4.74,2.63,3.52,10,474.90000000000003,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Katraj,Gokulnagar,Colony 3,Lane No. 4,1464,3,3,Unfurnished,4.5,2.28,2.81,12,433.1,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Katraj,Gokulnagar,Colony 3,Lane No. 5,897,5,3,Furnished,2.24,2.53,3.68,4,271.4,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Aundh,Baner Pashan Link,Colony 5,Lane No. 4,1412,3,3,Unfurnished,4.5,2.9,1.5,9,225.3,"Baner Pashan Link, Aundh, Pune, Maharashtra, India",18.5518199,73.7943072
Bibwewadi,Shree Colony,Colony 6,Lane No. 4,908,3,3,Furnished,4.52,0.85,1.44,2,247.0,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Wakad,Datta Mandir Road,Colony 6,Lane No. 2,889,3,3,Furnished,4.63,2.49,5.48,1,224.8,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Aundh,Parihar Chowk,Colony 7,Lane No. 2,1613,2,2,Unfurnished,3.35,2.09,2.83,20,228.5,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Wakad,Kalewadi Phata,Colony 6,Lane No. 2,2883,3,3,Unfurnished,2.22,1.67,2.05,4,952.0999999999999,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Hadapsar,Gadital,Colony 4,Lane No. 5,2029,4,3,Unfurnished,2.63,1.53,5.06,6,493.0,"Gadital, Hadapsar, Pune, Maharashtra, India",18.500313,73.939271
Kondhwa,Salisbury Park,Colony 3,Lane No. 1,2235,4,3,Unfurnished,0.68,0.81,2.71,18,937.8,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Kothrud,Karve Nagar,Colony 3,Lane No. 5,1985,3,3,Furnished,1.01,1.24,3.0,5,590.9000000000001,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Kondhwa,NIBM Road,Colony 7,Lane No. 2,2271,3,3,Unfurnished,1.24,0.95,4.18,11,359.09999999999997,"NIBM Road, Kondhwa, Pune, Maharashtra, India",18.4648441,73.9028846
Viman Nagar,Tingre Nagar,Colony 3,Lane No. 3,519,5,3,Furnished,3.26,1.82,2.52,5,153.5,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Wakad,Kalewadi Phata,Colony 5,Lane No. 2,1289,2,2,Unfurnished,4.7,2.38,1.54,13,167.0,"Kalewadi Phata, Wakad, Pune, Maharashtra, India",18.6039604,73.777045
Viman Nagar,Mhada Colony,Colony 4,Lane No. 2,1011,3,3,Unfurnished,1.44,3.97,3.85,4,274.1,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
Baner,Pashan Link Road,Colony 6,Lane No. 1,2749,1,1,Semi-Furnished,3.44,1.79,3.4,14,156.0,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Kothrud,Ideal Colony,Colony 6,Lane No. 1,2394,1,1,Furnished,4.5,3.96,1.71,9,176.29999999999998,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Viman Nagar,Tingre Nagar,Colony 4,Lane No. 5,2363,5,3,Furnished,1.31,2.88,1.55,19,878.7,"Tingre Nagar, Viman Nagar, Pune, Maharashtra, India",18.564069,73.913894
Katraj,Gokulnagar,Colony 1,Lane No. 1,2240,5,3,Unfurnished,2.53,1.27,5.37,10,946.7,"Gokulnagar, Katraj, Pune, Maharashtra, India",18.453223,73.857472
Kondhwa,Salisbury Park,Colony 2,Lane No. 4,2148,3,3,Semi-Furnished,4.42,1.75,1.56,2,354.5,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Hinjewadi,Phase 3,Colony 2,Lane No. 2,2910,1,1,Furnished,2.89,1.99,1.21,0,187.39999999999998,"Phase 3, Hinjewadi, Pune, Maharashtra, India",18.595072,73.730659
Hadapsar,Amanora Park Town,Colony 2,Lane No. 5,726,2,2,Semi-Furnished,3.54,1.07,5.87,20,77.2,"Amanora Park Town, Hadapsar, Pune, Maharashtra, India",18.477032,73.927276
Bibwewadi,Shree Colony,Colony 3,Lane No. 1,531,1,1,Unfurnished,2.74,2.7,2.78,20,47.1,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Kothrud,Paud Road,Colony 7,Lane No. 5,1391,4,3,Semi-Furnished,1.17,2.6,1.57,0,803.4000000000001,"Paud Road, Kothrud, Pune, Maharashtra, India",18.5074254,73.7996581
Kothrud,Karve Nagar,Colony 4,Lane No. 2,2114,5,3,Furnished,1.97,0.53,4.49,2,1535.9,"Karve Nagar, Kothrud, Pune, Maharashtra, India",18.5011478,73.814381
Aundh,Parihar Chowk,Colony 5,Lane No. 2,1421,1,1,Semi-Furnished,3.06,1.17,4.21,6,161.4,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Kondhwa,Yewalewadi,Colony 3,Lane No. 5,1233,2,2,Semi-Furnished,4.81,2.76,3.25,12,273.9,"Yewalewadi, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Kothrud,Ideal Colony,Colony 2,Lane No. 1,2479,5,3,Unfurnished,3.6,2.45,1.12,4,1516.2,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Viman Nagar,Lunkad Colony,Colony 5,Lane No. 4,2513,5,3,Furnished,3.69,1.49,1.51,14,750.6,"Lunkad Colony, Viman Nagar, Pune, Maharashtra, India",18.541879,73.906953
Hadapsar,Magarpatta City,Colony 5,Lane No. 2,1600,2,2,Unfurnished,0.83,0.95,5.61,0,382.9,"Magarpatta City, Hadapsar, Pune, Maharashtra, India",18.509502,73.929598
Kothrud,Ideal Colony,Colony 5,Lane No. 4,2874,5,3,Unfurnished,3.67,2.59,3.48,3,1053.7,"Ideal Colony, Kothrud, Pune, Maharashtra, India",18.5090654,73.81686178
Aundh,Parihar Chowk,Colony 1,Lane No. 5,1620,5,3,Furnished,2.31,1.23,5.67,13,781.2,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Wakad,Datta Mandir Road,Colony 7,Lane No. 1,1869,5,3,Semi-Furnished,3.07,0.77,1.79,15,1168.6,"Datta Mandir Road, Wakad, Pune, Maharashtra, India",18.5993668,73.7637019
Bibwewadi,Shree Colony,Colony 5,Lane No. 1,1590,5,3,Semi-Furnished,2.36,3.56,1.24,13,686.0,"Shree Colony, Bibwewadi, Pune, Maharashtra, India",18.494582,73.875732
Baner,Pashan Link Road,Colony 6,Lane No. 3,1863,2,2,Semi-Furnished,3.31,1.08,5.31,11,459.7,"Pashan Link Road, Baner, Pune, Maharashtra, India",18.550535,73.791299
Bibwewadi,Vishwakarma Nagar,Colony 7,Lane No. 4,2562,5,3,Furnished,3.3,1.18,1.41,13,782.5,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Aundh,Parihar Chowk,Colony 2,Lane No. 2,1645,2,2,Furnished,3.34,2.85,2.46,7,424.5,"Parihar Chowk, Aundh, Pune, Maharashtra, India",18.5605828,73.809218
Bibwewadi,Vishwakarma Nagar,Colony 6,Lane No. 4,590,5,3,Unfurnished,3.04,3.78,4.64,14,413.9,"Vishwakarma Nagar, Bibwewadi, Pune, Maharashtra, India",18.463746,73.868518
Hinjewadi,Phase 1,Colony 3,Lane No. 2,2590,1,1,Semi-Furnished,2.0,0.71,4.05,11,213.5,"Phase 1, Hinjewadi, Pune, Maharashtra, India",18.586253,73.738569
Kondhwa,Salisbury Park,Colony 6,Lane No. 3,1169,3,3,Semi-Furnished,2.56,0.89,1.47,6,504.09999999999997,"Salisbury Park, Kondhwa, Pune, Maharashtra, India",18.476607,73.891986
Viman Nagar,Mhada Colony,Colony 6,Lane No. 5,2736,4,3,Unfurnished,3.12,0.76,5.91,18,979.5999999999999,"Mhada Colony, Viman Nagar, Pune, Maharashtra, India",18.567009,73.918554
